room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
1652301,4279507,Entire home/apt,Glen Park,17,5.0,4,2.0,225.0
14903530,90631,Entire home/apt,Diamond Heights,3,5.0,6,4.0,295.0
10587791,3484582,Entire home/apt,Glen Park,11,4.5,4,2.0,250.0
4879719,82904,Entire home/apt,Glen Park,1,0.0,4,2.0,250.0
4588212,20543592,Entire home/apt,Glen Park,1,0.0,5,3.0,250.0
2778349,5882562,Entire home/apt,Glen Park,6,5.0,6,4.0,300.0
17764085,121243245,Entire home/apt,Bernal Heights,1,0.0,5,3.0,220.0
10946513,15285457,Entire home/apt,Bernal Heights,0,0.0,4,1.0,299.0
1994216,5097720,Entire home/apt,Bernal Heights,0,0.0,4,2.0,300.0
12360520,42701649,Entire home/apt,Bernal Heights,0,0.0,4,1.0,295.0
18122830,3543858,Entire home/apt,Bernal Heights,2,0.0,6,2.0,235.0
10943013,56741447,Entire home/apt,Bayview,13,4.5,16,3.0,235.0
10791348,650294,Entire home/apt,Bernal Heights,0,0.0,4,2.0,250.0
6413206,3491775,Entire home/apt,Mission,0,0.0,8,3.0,275.0
663623,119920,Entire home/apt,Mission,8,5.0,6,2.0,240.0
544447,2677490,Entire home/apt,Mission,4,5.0,4,3.0,230.0
1197026,6539895,Entire home/apt,Potrero Hill,7,5.0,4,3.0,240.0
5918090,676500,Entire home/apt,Glen Park,49,5.0,5,2.0,275.0
13411775,693170,Entire home/apt,Noe Valley,1,0.0,4,1.0,249.0
16813360,26137251,Entire home/apt,Bernal Heights,1,0.0,5,2.0,250.0
479415,350839,Entire home/apt,Bernal Heights,6,4.5,6,3.0,225.0
1826752,9558533,Entire home/apt,Noe Valley,0,0.0,5,2.0,300.0
7582741,12135338,Entire home/apt,Castro/Upper Market,0,0.0,2,1.0,215.0
3376512,12514131,Entire home/apt,Bernal Heights,23,5.0,4,2.0,250.0
6782479,35506418,Entire home/apt,Glen Park,6,5.0,2,1.0,230.0
11025483,37743038,Entire home/apt,Bayview,0,0.0,6,2.0,300.0
7034854,6246577,Entire home/apt,Bernal Heights,0,0.0,4,2.0,275.0
10830019,4277230,Entire home/apt,Bayview,0,0.0,4,2.0,299.0
3031785,1091811,Entire home/apt,Glen Park,16,5.0,4,2.0,215.0
15223506,96750936,Entire home/apt,Bernal Heights,0,0.0,6,4.0,250.0
3263219,4346065,Entire home/apt,Bernal Heights,8,5.0,4,2.0,225.0
18771427,2282907,Entire home/apt,Glen Park,1,0.0,4,2.0,210.0
6165516,6163378,Entire home/apt,Bernal Heights,12,5.0,5,2.0,299.0
14596029,90541912,Entire home/apt,Glen Park,7,5.0,4,2.0,250.0
1059611,4349750,Entire home/apt,Bernal Heights,8,5.0,7,3.0,299.0
1107928,1422803,Entire home/apt,Bernal Heights,12,4.5,6,3.0,295.0
19034639,130921045,Entire home/apt,Bayview,0,0.0,12,2.0,252.0
7517932,5919636,Entire home/apt,Castro/Upper Market,16,5.0,2,1.0,250.0
3105361,15396421,Entire home/apt,Noe Valley,34,5.0,4,2.0,225.0
13749929,658385,Entire home/apt,Potrero Hill,0,0.0,4,1.0,245.0
8775,27037,Entire home/apt,Mission,20,4.5,4,3.0,255.0
7163276,17149861,Entire home/apt,Castro/Upper Market,0,0.0,4,2.0,300.0
4165508,9999808,Entire home/apt,Mission,48,5.0,6,2.0,300.0
5520863,286128,Entire home/apt,Bernal Heights,3,4.5,6,3.0,299.0
4549488,652509,Entire home/apt,Glen Park,23,5.0,3,2.0,250.0
7699710,19655055,Entire home/apt,Bernal Heights,2,0.0,6,3.0,250.0
10632584,10313206,Entire home/apt,Bernal Heights,27,5.0,6,3.0,285.0
10365342,3476328,Entire home/apt,Bernal Heights,7,5.0,7,3.0,235.0
2545771,5739451,Entire home/apt,Bernal Heights,11,5.0,8,3.0,275.0
9505119,28878988,Entire home/apt,Bernal Heights,0,0.0,5,3.0,250.0
19506814,135902503,Entire home/apt,Bernal Heights,0,0.0,8,4.0,279.0
6108439,15288029,Entire home/apt,Bernal Heights,6,5.0,6,3.0,245.0
4075971,17109874,Entire home/apt,Bernal Heights,93,5.0,4,2.0,225.0
19325006,17218015,Entire home/apt,Bernal Heights,0,0.0,3,2.0,225.0
15835438,4256843,Entire home/apt,Outer Richmond,0,0.0,7,3.0,290.0
985813,2732487,Entire home/apt,Western Addition,7,5.0,2,1.0,297.0
11020750,9709379,Entire home/apt,Downtown/Civic Center,1,0.0,2,1.0,250.0
9756513,32651183,Entire home/apt,Chinatown,3,3.5,2,1.0,245.0
882072,4666337,Entire home/apt,Nob Hill,2,0.0,2,1.0,225.0
4121415,2445727,Entire home/apt,Russian Hill,3,4.5,2,1.0,225.0
17626598,1782540,Entire home/apt,Mission,1,0.0,5,2.0,300.0
1620279,2385271,Entire home/apt,Mission,23,5.0,4,3.0,300.0
14452603,2366770,Entire home/apt,Potrero Hill,1,0.0,5,0.0,250.0
17863112,290120,Entire home/apt,Mission,0,0.0,5,2.0,295.0
10878084,5894594,Entire home/apt,Bernal Heights,0,0.0,3,0.0,290.0
10812543,7058148,Entire home/apt,Bernal Heights,0,0.0,4,2.0,300.0
6221976,29209,Entire home/apt,Mission,14,5.0,4,2.0,234.0
4423944,1390459,Entire home/apt,Mission,12,4.5,4,0.0,250.0
529275,2600401,Entire home/apt,Mission,83,4.5,4,1.0,220.0
18751912,12366731,Entire home/apt,Mission,2,0.0,2,1.0,202.0
13436680,7155763,Entire home/apt,Bernal Heights,2,0.0,4,1.0,250.0
357862,267382,Entire home/apt,Mission,40,5.0,6,1.0,250.0
7028127,17536951,Entire home/apt,Bernal Heights,66,5.0,6,4.0,250.0
9110686,5337928,Entire home/apt,Potrero Hill,0,0.0,2,1.0,300.0
9350676,48528846,Entire home/apt,Mission,1,0.0,2,1.0,249.0
7502419,20071878,Entire home/apt,Bernal Heights,0,0.0,2,1.0,235.0
4111104,13136999,Entire home/apt,Mission,4,5.0,6,3.0,225.0
1456153,2059233,Entire home/apt,Bernal Heights,40,5.0,5,2.0,245.0
9187534,3116172,Entire home/apt,Bernal Heights,84,5.0,10,3.0,250.0
10861204,56262235,Entire home/apt,Mission,0,0.0,4,1.0,300.0
6042966,6840506,Entire home/apt,Mission,7,5.0,7,3.0,295.0
17695233,1291823,Entire home/apt,Mission,2,0.0,6,2.0,250.0
4324832,7180666,Entire home/apt,Potrero Hill,67,5.0,5,2.0,250.0
13863748,49532950,Entire home/apt,Mission,2,0.0,4,2.0,206.0
4558566,1937186,Entire home/apt,Mission,25,4.5,6,3.0,300.0
10927558,48168800,Entire home/apt,Mission,1,0.0,5,2.0,299.0
1932175,669175,Entire home/apt,Bernal Heights,4,5.0,4,2.0,280.0
9652136,11314986,Entire home/apt,Bernal Heights,0,0.0,7,3.0,300.0
6324586,32912359,Entire home/apt,Mission,4,5.0,4,2.0,240.0
11395,42266,Entire home/apt,Bernal Heights,32,5.0,3,1.0,250.0
14352624,7677516,Entire home/apt,Bernal Heights,13,5.0,4,2.0,279.0
18330716,35975144,Entire home/apt,Mission,0,0.0,2,0.0,279.0
7783059,9709320,Entire home/apt,Western Addition,0,0.0,6,1.0,250.0
10120241,14326861,Entire home/apt,Castro/Upper Market,0,0.0,3,0.0,220.0
1101403,2335495,Entire home/apt,Mission,22,5.0,5,2.0,300.0
5482173,3354523,Entire home/apt,Mission,0,0.0,6,3.0,225.0
2965351,15130772,Entire home/apt,Haight Ashbury,24,5.0,4,2.0,220.0
1827776,9286303,Entire home/apt,Haight Ashbury,1,0.0,2,1.0,258.0
7968598,26001610,Entire home/apt,Castro/Upper Market,4,5.0,2,1.0,215.0
8013423,5535854,Entire home/apt,Haight Ashbury,2,0.0,4,2.0,225.0
10831199,30308803,Entire home/apt,Haight Ashbury,0,0.0,2,0.0,300.0
7953240,3688605,Entire home/apt,Castro/Upper Market,34,4.5,4,2.0,215.0
15621583,41578318,Entire home/apt,Castro/Upper Market,5,5.0,4,3.0,249.0
9133262,12372389,Entire home/apt,Western Addition,0,0.0,5,2.0,300.0
664206,67928,Entire home/apt,Castro/Upper Market,10,5.0,4,2.0,299.0
12057024,6605304,Entire home/apt,Haight Ashbury,10,5.0,4,3.0,265.0
2061039,9387424,Entire home/apt,Haight Ashbury,0,0.0,4,2.0,290.0
13046853,20528526,Entire home/apt,Castro/Upper Market,12,5.0,2,1.0,207.0
9255124,1614016,Entire home/apt,Castro/Upper Market,0,0.0,4,1.0,225.0
295240,1525192,Entire home/apt,Castro/Upper Market,70,5.0,4,1.0,275.0
9493932,49207248,Entire home/apt,Western Addition,55,5.0,4,2.0,210.0
10786023,8059623,Entire home/apt,Castro/Upper Market,0,0.0,4,2.0,299.0
6304566,32791013,Entire home/apt,Mission,4,5.0,2,1.0,300.0
7602945,364250,Entire home/apt,Castro/Upper Market,0,0.0,4,2.0,297.0
6290098,23942099,Entire home/apt,Haight Ashbury,25,5.0,6,2.0,300.0
4074316,21131005,Entire home/apt,Castro/Upper Market,5,5.0,2,1.0,210.0
6934361,6829041,Entire home/apt,Haight Ashbury,2,0.0,6,3.0,300.0
2108694,10750639,Entire home/apt,Castro/Upper Market,4,4.5,6,3.0,290.0
10734171,5037151,Entire home/apt,Haight Ashbury,0,0.0,4,2.0,298.0
6401914,33383798,Entire home/apt,Western Addition,0,0.0,2,1.0,225.0
7989009,5086782,Entire home/apt,Western Addition,0,0.0,4,2.0,250.0
41743,182575,Entire home/apt,Mission,7,4.0,2,1.0,300.0
18073390,1454341,Entire home/apt,Castro/Upper Market,0,0.0,4,3.0,300.0
852960,4453203,Entire home/apt,Western Addition,0,0.0,4,2.0,295.0
6052238,11245496,Entire home/apt,Mission,5,5.0,4,2.0,300.0
18063783,124051180,Entire home/apt,Haight Ashbury,7,5.0,10,4.0,299.0
91957,495796,Entire home/apt,Haight Ashbury,79,4.5,6,2.0,300.0
8210905,43296900,Entire home/apt,Western Addition,0,0.0,3,0.0,250.0
3664261,2555455,Entire home/apt,Castro/Upper Market,108,5.0,5,2.0,229.0
8632376,45396206,Entire home/apt,Mission,0,0.0,2,0.0,250.0
10773437,1474473,Entire home/apt,Mission,0,0.0,2,1.0,300.0
11013650,57151099,Entire home/apt,Castro/Upper Market,1,0.0,2,1.0,225.0
18685109,2674968,Entire home/apt,Haight Ashbury,3,5.0,4,2.0,220.0
11057109,466476,Entire home/apt,Castro/Upper Market,14,4.5,5,2.0,230.0
18024213,118412894,Entire home/apt,Western Addition,5,4.5,4,1.0,212.0
1029621,5161705,Entire home/apt,Western Addition,21,5.0,4,2.0,235.0
13532575,3390149,Entire home/apt,South of Market,0,0.0,2,1.0,275.0
16029867,72002747,Entire home/apt,Financial District,0,0.0,2,2.0,250.0
8202578,22267033,Entire home/apt,Downtown/Civic Center,5,5.0,4,0.0,209.0
5126076,16913864,Entire home/apt,Mission,23,5.0,3,1.0,250.0
7963103,22267033,Entire home/apt,Downtown/Civic Center,5,4.5,4,0.0,219.0
10499229,15515721,Entire home/apt,Mission,0,0.0,2,1.0,250.0
16688361,2790483,Entire home/apt,South of Market,11,4.5,3,2.0,225.0
16587802,14405779,Entire home/apt,Potrero Hill,0,0.0,4,2.0,265.0
18074138,124107325,Entire home/apt,South of Market,14,5.0,5,2.0,289.0
9079710,22174704,Entire home/apt,Western Addition,19,5.0,4,2.0,275.0
10945741,1624365,Entire home/apt,Castro/Upper Market,2,0.0,4,2.0,285.0
13297150,20182948,Entire home/apt,Haight Ashbury,3,4.5,2,1.0,260.0
1450899,7183434,Entire home/apt,Castro/Upper Market,4,5.0,3,2.0,250.0
14467867,28163432,Entire home/apt,Castro/Upper Market,2,0.0,7,3.0,300.0
15774102,1223804,Entire home/apt,Potrero Hill,14,5.0,6,1.0,249.0
1917622,9942610,Entire home/apt,Western Addition,32,4.5,2,0.0,280.0
1150867,6307640,Entire home/apt,Castro/Upper Market,240,5.0,3,1.0,210.0
14808818,6119172,Entire home/apt,Castro/Upper Market,0,0.0,2,2.0,300.0
3951141,3364675,Entire home/apt,Haight Ashbury,8,5.0,4,2.0,275.0
3378522,17043828,Entire home/apt,Potrero Hill,8,5.0,5,2.0,250.0
3629365,691475,Entire home/apt,Haight Ashbury,7,5.0,3,2.0,220.0
12056314,290203,Entire home/apt,Mission,1,0.0,4,1.0,225.0
7331464,32687481,Entire home/apt,Noe Valley,15,5.0,5,2.0,250.0
17530579,13702731,Entire home/apt,Castro/Upper Market,1,0.0,4,3.0,300.0
521237,2563745,Entire home/apt,Mission,0,0.0,7,1.0,250.0
273530,99128,Entire home/apt,Potrero Hill,26,5.0,4,2.0,287.0
3863281,19937219,Entire home/apt,Mission,151,5.0,5,2.0,283.0
7305114,2217341,Entire home/apt,Potrero Hill,29,4.5,3,2.0,242.0
3291691,16630135,Entire home/apt,Western Addition,4,5.0,4,2.0,275.0
8117174,489467,Entire home/apt,Bernal Heights,14,5.0,4,2.0,299.0
11610642,4183932,Entire home/apt,Castro/Upper Market,5,5.0,4,2.0,250.0
9471413,3964836,Entire home/apt,Mission,8,5.0,4,2.0,206.0
18088837,27832182,Entire home/apt,Noe Valley,0,0.0,5,3.0,240.0
9010937,645093,Entire home/apt,Mission,17,4.5,6,2.0,295.0
10876562,56349454,Entire home/apt,Castro/Upper Market,25,5.0,4,1.0,265.0
14948932,41095255,Entire home/apt,Twin Peaks,9,5.0,2,1.0,225.0
8565299,45077913,Entire home/apt,Mission,15,5.0,4,2.0,300.0
17136662,7096196,Entire home/apt,Western Addition,5,5.0,3,1.0,269.0
7853803,2930339,Entire home/apt,Castro/Upper Market,4,4.5,3,2.0,275.0
3449451,17386085,Entire home/apt,Noe Valley,3,5.0,5,3.0,265.0
1001415,648553,Entire home/apt,Noe Valley,35,4.5,3,1.0,275.0
6639689,12654078,Entire home/apt,Castro/Upper Market,5,5.0,4,3.0,250.0
6238514,6249565,Entire home/apt,Noe Valley,42,5.0,2,2.0,300.0
4480958,14131842,Entire home/apt,Bernal Heights,92,5.0,5,1.0,240.0
3116428,2436652,Entire home/apt,Castro/Upper Market,19,5.0,3,2.0,210.0
17157954,1281984,Entire home/apt,Bernal Heights,7,5.0,4,2.0,238.0
4224941,21925996,Entire home/apt,Mission,76,5.0,4,1.0,270.0
726657,3761768,Entire home/apt,Mission,9,4.5,4,2.0,284.0
10091236,11098043,Entire home/apt,Bernal Heights,1,0.0,6,3.0,260.0
13625762,67497813,Entire home/apt,Twin Peaks,13,5.0,2,1.0,220.0
8287824,2177988,Entire home/apt,Castro/Upper Market,9,5.0,5,2.0,259.0
65408,116319,Entire home/apt,Castro/Upper Market,43,4.5,6,2.0,299.0
1999524,6794769,Entire home/apt,Castro/Upper Market,178,5.0,6,2.0,250.0
10342888,18943747,Entire home/apt,Twin Peaks,20,5.0,2,1.0,275.0
5605968,29061932,Entire home/apt,Castro/Upper Market,89,5.0,5,2.0,279.0
16898265,112764363,Entire home/apt,Mission,14,5.0,6,3.0,300.0
991765,5446518,Entire home/apt,Mission,31,5.0,6,3.0,250.0
16660792,64827684,Entire home/apt,Twin Peaks,18,5.0,3,2.0,235.0
18850359,7607544,Entire home/apt,Mission,0,0.0,6,2.0,215.0
5882524,4656636,Entire home/apt,Noe Valley,5,5.0,5,3.0,300.0
2889301,1291328,Entire home/apt,Mission,58,4.5,4,2.0,250.0
870532,4587849,Entire home/apt,Castro/Upper Market,84,5.0,4,2.0,290.0
8499631,44757566,Entire home/apt,Mission,39,5.0,2,0.0,220.0
13282475,6167267,Entire home/apt,Mission,54,5.0,4,2.0,239.0
8336228,1491922,Entire home/apt,Bernal Heights,39,5.0,5,2.0,250.0
11713614,62274666,Entire home/apt,Potrero Hill,9,5.0,4,2.0,225.0
6959726,76571,Entire home/apt,Mission,18,5.0,4,2.0,275.0
6156195,31936468,Entire home/apt,Castro/Upper Market,72,5.0,4,1.0,249.0
2771128,1833153,Entire home/apt,Noe Valley,94,5.0,2,0.0,249.0
18870923,5494688,Entire home/apt,Mission,0,0.0,4,2.0,249.0
16352294,5400914,Entire home/apt,Mission,4,5.0,6,3.0,208.0
3790877,6275305,Entire home/apt,Potrero Hill,7,5.0,4,3.0,230.0
17879769,1313191,Entire home/apt,Potrero Hill,0,0.0,6,3.0,280.0
1935521,10015159,Entire home/apt,Potrero Hill,11,5.0,5,2.0,300.0
6898966,36150866,Entire home/apt,Potrero Hill,20,5.0,4,2.0,300.0
8964263,34838609,Entire home/apt,Potrero Hill,1,0.0,5,2.0,249.0
6181501,32062839,Entire home/apt,South of Market,144,4.5,6,2.0,299.0
1084371,5164758,Entire home/apt,Western Addition,50,4.0,6,2.0,300.0
10156101,47514427,Entire home/apt,Downtown/Civic Center,11,4.5,4,2.0,215.0
2614880,13390778,Entire home/apt,Western Addition,0,0.0,4,2.0,219.0
9824007,13312587,Entire home/apt,Western Addition,0,0.0,6,3.0,250.0
1267906,3427444,Entire home/apt,Downtown/Civic Center,14,4.5,3,0.0,240.0
2066868,5637635,Entire home/apt,Haight Ashbury,0,0.0,4,2.0,250.0
10720392,3227512,Entire home/apt,Haight Ashbury,1,0.0,6,2.0,250.0
1180103,6456352,Entire home/apt,Western Addition,5,4.5,6,3.0,275.0
8186958,40702493,Entire home/apt,Haight Ashbury,0,0.0,4,2.0,275.0
2066449,4375203,Entire home/apt,Western Addition,0,0.0,3,1.0,300.0
10686252,1518257,Entire home/apt,Western Addition,0,0.0,4,1.0,250.0
2142197,10932979,Entire home/apt,Western Addition,1,0.0,6,3.0,245.0
4477334,112125,Entire home/apt,Mission,15,4.5,4,2.0,220.0
3442463,7054805,Entire home/apt,Downtown/Civic Center,17,4.5,4,1.0,239.0
11868448,5335319,Entire home/apt,Western Addition,9,5.0,4,2.0,239.0
9493265,5659153,Entire home/apt,Western Addition,0,0.0,7,2.0,300.0
2412174,12328146,Entire home/apt,Western Addition,48,4.0,5,2.0,250.0
10788131,91024,Entire home/apt,Western Addition,0,0.0,4,3.0,250.0
7719599,20932299,Entire home/apt,Downtown/Civic Center,0,0.0,4,1.0,299.0
4163022,20892398,Entire home/apt,Western Addition,3,5.0,2,2.0,299.0
5298714,14129680,Entire home/apt,Downtown/Civic Center,3,4.0,2,0.0,300.0
1467522,953461,Entire home/apt,Western Addition,6,5.0,5,2.0,237.0
10770988,12849960,Entire home/apt,Western Addition,0,0.0,4,0.0,250.0
2120072,10810642,Entire home/apt,Western Addition,5,4.5,8,3.0,300.0
7620686,39970313,Entire home/apt,Western Addition,0,0.0,1,1.0,300.0
423063,2103856,Entire home/apt,Western Addition,47,5.0,2,1.0,249.0
12853235,15449058,Entire home/apt,Inner Richmond,4,5.0,4,2.0,275.0
1489782,3695323,Entire home/apt,Western Addition,37,4.5,4,2.0,300.0
5084563,1034521,Entire home/apt,Western Addition,0,0.0,4,2.0,225.0
3112708,14840556,Entire home/apt,Western Addition,4,5.0,6,2.0,225.0
8370959,44119532,Entire home/apt,Western Addition,1,0.0,4,1.0,250.0
10496900,1305047,Entire home/apt,Western Addition,0,0.0,5,2.0,220.0
10998711,6456229,Entire home/apt,Inner Richmond,0,0.0,5,1.0,300.0
11775546,26482762,Entire home/apt,Downtown/Civic Center,9,4.5,4,1.0,210.0
10806185,14868033,Entire home/apt,Western Addition,0,0.0,3,1.0,300.0
16666165,5160351,Entire home/apt,Western Addition,8,5.0,5,0.0,250.0
15339049,28407268,Entire home/apt,Haight Ashbury,23,5.0,4,1.0,295.0
1309496,7118153,Entire home/apt,Haight Ashbury,18,5.0,4,3.0,260.0
16544492,108885674,Entire home/apt,Western Addition,7,4.5,5,2.0,300.0
10390390,8217087,Entire home/apt,Western Addition,7,5.0,4,2.0,275.0
18080108,4680934,Entire home/apt,Haight Ashbury,0,0.0,4,1.0,270.0
18463004,99270779,Entire home/apt,Haight Ashbury,1,0.0,10,5.0,299.0
6402782,12372064,Entire home/apt,Western Addition,61,5.0,4,2.0,215.0
4936887,3442905,Entire home/apt,Western Addition,171,5.0,6,2.0,278.0
13883766,22267033,Entire home/apt,Downtown/Civic Center,2,0.0,4,0.0,209.0
4632383,661691,Entire home/apt,Chinatown,9,4.5,2,0.0,201.0
10551655,54420476,Entire home/apt,South of Market,0,0.0,8,2.0,295.0
6836411,22267033,Entire home/apt,Downtown/Civic Center,7,5.0,4,0.0,209.0
11497800,7054805,Entire home/apt,Downtown/Civic Center,1,0.0,4,1.0,239.0
13914906,22267033,Entire home/apt,Downtown/Civic Center,3,5.0,4,0.0,209.0
15054072,22267033,Entire home/apt,Downtown/Civic Center,0,0.0,4,0.0,209.0
18528711,6789950,Entire home/apt,South of Market,0,0.0,4,2.0,280.0
4236298,21501318,Entire home/apt,Financial District,2,0.0,1,1.0,282.0
5057179,1708999,Entire home/apt,South of Market,0,0.0,2,1.0,275.0
15554000,2101972,Entire home/apt,Downtown/Civic Center,9,4.5,6,2.0,260.0
7754018,22267033,Entire home/apt,Downtown/Civic Center,4,5.0,4,0.0,249.0
10986510,3619142,Entire home/apt,South of Market,0,0.0,6,2.0,250.0
10522495,4380096,Entire home/apt,South of Market,3,4.5,6,1.0,250.0
12363944,65413047,Entire home/apt,Downtown/Civic Center,0,0.0,4,1.0,300.0
7399805,35477760,Entire home/apt,South of Market,9,4.5,4,1.0,300.0
4701489,22267033,Entire home/apt,Downtown/Civic Center,25,5.0,4,0.0,229.0
6466197,123429,Entire home/apt,Mission,58,5.0,4,2.0,210.0
19695173,138744209,Entire home/apt,South of Market,0,0.0,6,2.0,289.0
8283480,42795732,Entire home/apt,Twin Peaks,4,5.0,2,1.0,217.0
70185,349322,Entire home/apt,Haight Ashbury,28,5.0,2,1.0,210.0
6940228,36391607,Entire home/apt,Noe Valley,0,0.0,3,1.0,250.0
15565383,453718,Entire home/apt,Bernal Heights,1,0.0,4,0.0,260.0
1391982,750320,Entire home/apt,Mission,3,5.0,8,3.0,210.0
10807858,3681332,Entire home/apt,Mission,0,0.0,3,1.0,300.0
6896339,15132850,Entire home/apt,Castro/Upper Market,7,5.0,2,1.0,265.0
9974744,733751,Entire home/apt,Noe Valley,21,5.0,6,3.0,245.0
515260,2537525,Entire home/apt,Noe Valley,2,0.0,5,2.0,250.0
11970512,63950832,Entire home/apt,Bernal Heights,3,5.0,6,3.0,215.0
658588,3320853,Entire home/apt,Twin Peaks,164,5.0,6,2.0,260.0
15027416,1577584,Entire home/apt,Noe Valley,4,5.0,4,2.0,295.0
4295657,9350221,Entire home/apt,Mission,7,5.0,5,3.0,300.0
7151287,3186175,Entire home/apt,Mission,6,5.0,6,3.0,210.0
1011292,5562662,Entire home/apt,Noe Valley,6,4.5,6,2.0,205.0
16913314,49437664,Entire home/apt,Noe Valley,1,0.0,4,2.0,219.0
5173185,26755493,Entire home/apt,Castro/Upper Market,8,4.0,3,1.0,204.0
18704197,7241833,Entire home/apt,Mission,0,0.0,6,3.0,300.0
4463263,18151037,Entire home/apt,Noe Valley,43,4.5,8,4.0,300.0
14619235,5043788,Entire home/apt,Noe Valley,5,5.0,6,2.0,290.0
17721392,5117637,Entire home/apt,Bernal Heights,0,0.0,4,2.0,250.0
17624771,119843344,Entire home/apt,Diamond Heights,17,5.0,6,3.0,299.0
887516,303169,Entire home/apt,Castro/Upper Market,15,5.0,4,2.0,299.0
752607,3958328,Entire home/apt,Mission,189,4.5,6,3.0,250.0
2967728,15139543,Entire home/apt,Noe Valley,4,5.0,3,2.0,224.0
18675661,545058,Entire home/apt,Castro/Upper Market,1,0.0,4,2.0,300.0
15126863,14766201,Entire home/apt,Diamond Heights,3,5.0,6,3.0,225.0
18529703,23679441,Entire home/apt,Castro/Upper Market,0,0.0,8,2.0,288.0
1133445,3914306,Entire home/apt,Noe Valley,44,5.0,4,2.0,203.0
6514826,27061527,Entire home/apt,Mission,36,5.0,5,2.0,250.0
18959033,132206145,Entire home/apt,Noe Valley,0,0.0,5,2.0,299.0
6262273,29823961,Entire home/apt,Bernal Heights,2,0.0,7,3.0,295.0
4874052,7466708,Entire home/apt,Noe Valley,20,5.0,6,2.0,275.0
586715,2892294,Entire home/apt,Bernal Heights,38,5.0,2,2.0,205.0
6764924,35415458,Entire home/apt,Noe Valley,7,4.5,5,3.0,225.0
12343600,41281690,Entire home/apt,Bernal Heights,5,4.5,6,3.0,225.0
11035172,57266415,Entire home/apt,Noe Valley,0,0.0,5,3.0,295.0
2948159,4020174,Entire home/apt,Diamond Heights,26,5.0,3,2.0,239.0
728884,3729230,Entire home/apt,Noe Valley,57,5.0,7,2.0,298.0
10578137,1097396,Entire home/apt,Noe Valley,5,5.0,5,2.0,275.0
7369846,16347616,Entire home/apt,Noe Valley,61,4.5,5,2.0,273.0
9813708,1013090,Entire home/apt,Mission,1,0.0,2,1.0,250.0
11501188,23002188,Entire home/apt,Mission,8,5.0,2,1.0,250.0
13153289,2259758,Entire home/apt,Noe Valley,3,5.0,4,2.0,275.0
1815551,9509470,Entire home/apt,Noe Valley,158,5.0,2,1.0,250.0
8005452,42265555,Entire home/apt,Noe Valley,30,5.0,6,2.0,285.0
591524,2919481,Entire home/apt,Bernal Heights,0,0.0,2,1.0,225.0
943851,736969,Entire home/apt,Mission,6,5.0,3,2.0,207.0
11303984,59089279,Entire home/apt,Mission,2,0.0,4,2.0,253.0
948066,2880747,Entire home/apt,Potrero Hill,45,4.5,2,1.0,210.0
10946978,15200709,Entire home/apt,Mission,10,5.0,4,1.0,300.0
7055126,24949211,Entire home/apt,Potrero Hill,89,5.0,5,1.0,225.0
13331968,236762,Entire home/apt,Potrero Hill,40,5.0,5,2.0,247.0
17369805,100672984,Entire home/apt,Castro/Upper Market,9,5.0,2,0.0,250.0
2592518,13272223,Entire home/apt,South of Market,126,5.0,5,2.0,300.0
14490262,6920252,Entire home/apt,Potrero Hill,21,5.0,5,2.0,249.0
1759087,9248549,Entire home/apt,Potrero Hill,112,5.0,2,1.0,205.0
9735635,283946,Entire home/apt,Castro/Upper Market,3,5.0,2,0.0,209.0
4957143,1792703,Entire home/apt,Western Addition,116,5.0,2,1.0,225.0
18900353,6067304,Entire home/apt,Mission,0,0.0,4,2.0,250.0
7439398,38972330,Entire home/apt,South of Market,16,5.0,2,1.0,239.0
16870932,112435854,Entire home/apt,Haight Ashbury,8,5.0,2,1.0,229.0
18757463,31243021,Entire home/apt,Noe Valley,6,4.5,4,2.0,295.0
18929307,32891611,Entire home/apt,Potrero Hill,5,5.0,4,2.0,279.0
1036860,5708168,Entire home/apt,Russian Hill,8,5.0,4,2.0,250.0
16027559,1429422,Entire home/apt,Russian Hill,2,0.0,2,1.0,275.0
13224465,55198843,Entire home/apt,Russian Hill,3,4.5,5,1.0,225.0
1316135,1814487,Entire home/apt,Russian Hill,11,5.0,2,1.0,285.0
17607909,6675425,Entire home/apt,Marina,4,5.0,4,2.0,220.0
5512869,13507498,Entire home/apt,Nob Hill,12,5.0,6,3.0,250.0
2433743,1091811,Entire home/apt,Marina,0,0.0,8,4.0,250.0
2603930,1091811,Entire home/apt,Marina,0,0.0,4,2.0,244.0
8207372,6346492,Entire home/apt,Russian Hill,1,0.0,6,2.0,300.0
8683337,24386248,Entire home/apt,Marina,9,5.0,2,1.0,228.0
1632521,8539143,Entire home/apt,Nob Hill,21,5.0,2,1.0,218.0
10970070,12231234,Entire home/apt,Nob Hill,0,0.0,4,2.0,225.0
9314178,33994859,Entire home/apt,Marina,0,0.0,4,2.0,250.0
4968197,19991348,Entire home/apt,Marina,0,0.0,2,0.0,229.0
1751109,7054805,Entire home/apt,Russian Hill,16,4.5,6,2.0,279.0
911156,2018437,Entire home/apt,Marina,4,5.0,2,1.0,235.0
1072287,5898312,Entire home/apt,Marina,60,4.5,4,2.0,250.0
14726672,8529833,Entire home/apt,Marina,1,0.0,2,1.0,300.0
10786488,26852475,Entire home/apt,Pacific Heights,0,0.0,6,2.0,250.0
