room_id,host_id,host_is_superhost,property_type,room_type,neighborhood,zipcode,accommodates,bedrooms,bathrooms,minimum_nights,maximum_nights,latitude,longitude,reviews,review_scores_rating,price,cleaning_fee,total,Median,Mean,Pop
6107359,640797,t,Apartment,Entire home/apt,Mission,94110,6,2.0,1.0,2,29,37.75587,-122.40906,209,98.0,299.0,90.0,389.0,75106.0,98470.0,69333.0
6108439,15288029,f,House,Entire home/apt,Bernal Heights,94110,6,2.0,1.0,3,1125,37.73951,-122.41373,10,100.0,245.0,150.0,395.0,75106.0,98470.0,69333.0
6117147,6872494,t,Guest suite,Entire home/apt,Outer Sunset,94122,2,1.0,1.0,2,21,37.75318,-122.50099,145,97.0,135.0,75.0,210.0,77483.0,98259.0,56023.0
6119086,31747421,f,Guest suite,Entire home/apt,Mission,94110,2,1.0,1.0,30,1125,37.75671,-122.40802,13,97.0,125.0,50.0,175.0,75106.0,98470.0,69333.0
6119683,15490809,t,Apartment,Private room,Mission,94110,2,1.0,1.0,4,29,37.76182,-122.42143,144,98.0,199.0,50.0,249.0,75106.0,98470.0,69333.0
6120540,31755831,t,House,Private room,Parkside,94116,2,1.0,0.0,1,16,37.73436,-122.49558,347,97.0,49.0,20.0,69.0,95090.0,107645.0,43698.0
6132191,13499994,t,Condominium,Entire home/apt,Nob Hill,94133,6,3.0,3.0,1,1125,37.79632,-122.41191,31,98.0,499.0,185.0,684.0,45203.0,71909.0,22499.0
6145605,1196837,t,Apartment,Entire home/apt,Visitacion Valley,94134,3,0.0,1.0,2,27,37.71389,-122.39809,133,94.0,150.0,85.0,235.0,58244.0,70357.0,40001.0
6156195,31936468,f,Apartment,Entire home/apt,Castro/Upper Market,94114,4,1.0,1.0,30,1125,37.76077,-122.43621,85,98.0,249.0,70.0,319.0,103206.0,140193.0,31124.0
6163821,6884446,t,House,Private room,Potrero Hill,94107,2,1.0,1.0,1,1125,37.755390000000006,-122.3973,278,97.0,146.0,60.0,206.0,99924.0,135229.0,26599.0
6168622,3756204,f,Loft,Entire home/apt,Financial District,94105,2,1.0,2.0,30,90,37.78852,-122.4022,6,95.0,300.0,180.0,480.0,112333.0,156879.0,5846.0
6169292,20850212,f,Hotel,Private room,Marina,94123,4,1.0,1.0,1,1125,37.79748,-122.42566,185,85.0,129.0,0.0,129.0,104750.0,150417.0,23088.0
6181182,30283594,f,Apartment,Entire home/apt,South of Market,94158,3,1.0,1.0,30,1125,37.77177,-122.39404,1,100.0,229.0,125.0,354.0,104684.0,131829.0,4792.0
6188428,30069369,f,Hotel,Private room,North Beach,94133,6,2.0,1.0,2,26,37.8086,-122.41447,1,40.0,688.0,200.0,888.0,45203.0,71909.0,22499.0
6195258,64888,f,House,Entire home/apt,Bernal Heights,94110,3,2.0,1.0,2,14,37.746970000000005,-122.41193,15,96.0,250.0,75.0,325.0,75106.0,98470.0,69333.0
6214853,9632192,f,Apartment,Entire home/apt,Western Addition,94102,2,1.0,1.0,30,1125,37.77375,-122.42487,11,96.0,110.0,100.0,210.0,29613.0,44237.0,31176.0
6224858,2927013,f,House,Entire home/apt,Inner Richmond,94118,5,3.0,1.5,4,14,37.78578,-122.46193,25,98.0,450.0,150.0,600.0,75724.0,115830.0,38319.0
6238514,6249565,t,Apartment,Entire home/apt,Noe Valley,94131,2,2.0,1.0,1,1125,37.74715,-122.43059,88,100.0,350.0,150.0,500.0,97834.0,126303.0,26881.0
6245649,23982718,f,Apartment,Entire home/apt,Outer Sunset,94122,2,1.0,1.0,30,60,37.759640000000005,-122.5064,120,98.0,98.0,100.0,198.0,77483.0,98259.0,56023.0
6257770,285583,f,Apartment,Entire home/apt,Western Addition,94102,4,2.0,1.0,30,1125,37.77585,-122.42641,56,95.0,255.0,100.0,355.0,29613.0,44237.0,31176.0
6261638,16022598,t,Apartment,Entire home/apt,South of Market,94105,6,2.0,2.0,30,365,37.78699,-122.3913,12,100.0,173.0,160.0,333.0,112333.0,156879.0,5846.0
6272183,32300861,f,Apartment,Entire home/apt,Inner Sunset,94117,2,1.0,1.0,30,120,37.76325,-122.45252,76,95.0,85.0,120.0,205.0,84802.0,112291.0,39169.0
6272816,7965809,t,Apartment,Private room,Mission,94103,2,1.0,1.0,1,10,37.76982,-122.4216,169,96.0,125.0,125.0,250.0,53548.0,77236.0,27170.0
6273036,2214440,f,House,Entire home/apt,Potrero Hill,94107,2,1.0,1.0,3,30,37.75488,-122.40235,60,94.0,160.0,71.0,231.0,99924.0,135229.0,26599.0
6301675,32546924,t,Apartment,Entire home/apt,Nob Hill,94109,2,0.0,1.0,30,1125,37.79018,-122.41169,16,100.0,151.0,150.0,301.0,59205.0,86481.0,55984.0
6316753,22402,t,House,Private room,Outer Mission,94127,1,1.0,2.0,5,123,37.73213,-122.44952,47,97.0,65.0,30.0,95.0,127575.0,154201.0,19289.0
6324586,32912359,f,Apartment,Entire home/apt,Mission,94110,4,2.0,1.5,4,1125,37.750440000000005,-122.4101,8,100.0,900.0,115.0,1015.0,75106.0,98470.0,69333.0
6326133,20624477,t,Condominium,Entire home/apt,Pacific Heights,94115,3,1.0,1.0,4,30,37.78881,-122.44,123,99.0,225.0,110.0,335.0,76493.0,121814.0,33021.0
6329340,15357373,t,Condominium,Entire home/apt,Western Addition,94115,6,3.0,1.0,30,360,37.77832,-122.44561000000002,13,97.0,3000.0,120.0,3120.0,76493.0,121814.0,33021.0
6329731,15357373,t,Condominium,Private room,Western Addition,94115,2,1.0,1.0,30,360,37.77692,-122.44613,37,97.0,180.0,60.0,240.0,76493.0,121814.0,33021.0
6331695,14063841,f,Apartment,Entire home/apt,Noe Valley,94131,3,1.0,1.0,1,10,37.74207,-122.43068999999998,357,95.0,196.0,65.0,261.0,97834.0,126303.0,26881.0
6335352,580236,t,House,Entire home/apt,Noe Valley,94114,8,3.0,2.5,3,365,37.75341,-122.44033,95,97.0,500.0,120.0,620.0,103206.0,140193.0,31124.0
6336315,5836827,t,Condominium,Private room,South of Market,94103,2,1.0,1.0,2,30,37.77062,-122.4214,58,99.0,240.0,50.0,290.0,53548.0,77236.0,27170.0
6338562,3840687,f,House,Private room,Nob Hill,94109,1,1.0,1.0,140,1125,37.79256,-122.42135,2,60.0,200.0,0.0,200.0,59205.0,86481.0,55984.0
6344096,3588642,t,House,Private room,Noe Valley,94114,1,1.0,1.0,30,1125,37.75195,-122.44068,8,98.0,99.0,70.0,169.0,103206.0,140193.0,31124.0
6344500,5051753,t,Condominium,Entire home/apt,North Beach,94133,2,1.0,1.0,2,7,37.799,-122.40668,51,96.0,250.0,125.0,375.0,45203.0,71909.0,22499.0
6348742,17187571,t,House,Entire home/apt,Noe Valley,94114,2,1.0,1.0,30,1125,37.75326,-122.43598,87,98.0,125.0,225.0,350.0,103206.0,140193.0,31124.0
6360976,25196982,f,Apartment,Entire home/apt,Russian Hill,94109,6,2.0,1.5,30,1125,37.79928,-122.41947,104,93.0,200.0,100.0,300.0,59205.0,86481.0,55984.0
6364873,28786427,f,Condominium,Entire home/apt,Western Addition,94102,2,2.0,1.0,5,29,37.7726,-122.42813999999998,10,100.0,342.0,150.0,492.0,29613.0,44237.0,31176.0
6365190,22434504,t,Apartment,Private room,Mission,94110,4,1.0,1.0,30,1125,37.75654,-122.41928,109,96.0,89.0,59.0,148.0,75106.0,98470.0,69333.0
6365956,11776513,t,House,Private room,Inner Sunset,94122,3,1.0,1.0,1,6,37.75748,-122.47222,106,99.0,129.0,10.0,139.0,77483.0,98259.0,56023.0
6373849,9965793,t,Apartment,Entire home/apt,Chinatown,94108,2,1.0,1.0,30,1125,37.79135,-122.40828,5,92.0,116.0,120.0,236.0,37052.0,65418.0,13768.0
6374167,33217272,t,House,Private room,Haight Ashbury,94117,2,1.0,1.0,7,28,37.76637,-122.4467,62,97.0,80.0,0.0,80.0,84802.0,112291.0,39169.0
6376338,33232844,f,House,Entire home/apt,Inner Sunset,94131,8,4.0,3.0,3,23,37.75639,-122.45455,7,97.0,680.0,110.0,790.0,97834.0,126303.0,26881.0
6378495,22434504,t,Loft,Private room,Mission,94110,2,1.0,1.0,30,1125,37.75821,-122.41969,117,94.0,89.0,59.0,148.0,75106.0,98470.0,69333.0
6387526,23319517,f,House,Entire home/apt,Mission,94103,6,3.0,2.5,30,1125,37.76707,-122.4239,19,100.0,325.0,650.0,975.0,53548.0,77236.0,27170.0
6402782,12372064,f,Condominium,Entire home/apt,Western Addition,94117,5,2.0,1.0,4,180,37.777,-122.44131000000002,146,97.0,185.0,100.0,285.0,84802.0,112291.0,39169.0
6415052,5537980,t,Condominium,Entire home/apt,Haight Ashbury,94117,7,3.0,2.0,5,45,37.769740000000006,-122.43695,69,99.0,370.0,150.0,520.0,84802.0,112291.0,39169.0
6423158,33511564,t,Apartment,Entire home/apt,West of Twin Peaks,94127,3,0.0,1.0,2,20,37.7313,-122.46152,310,99.0,139.0,70.0,209.0,127575.0,154201.0,19289.0
6430646,4098848,t,House,Private room,Twin Peaks,94114,2,1.0,1.0,2,1125,37.75773,-122.44503,238,98.0,120.0,40.0,160.0,103206.0,140193.0,31124.0
6437010,6327082,f,Apartment,Private room,Mission,94103,2,1.0,1.5,4,90,37.7657,-122.41669,123,88.0,91.0,0.0,91.0,53548.0,77236.0,27170.0
6448545,2682061,f,Apartment,Entire home/apt,Nob Hill,94133,6,3.0,2.0,30,720,37.79533,-122.41201,20,87.0,300.0,199.0,499.0,45203.0,71909.0,22499.0
6453006,2801594,f,House,Private room,Bernal Heights,94110,2,1.0,1.0,3,10,37.74172,-122.40851,67,97.0,135.0,55.0,190.0,75106.0,98470.0,69333.0
6453774,22267033,t,Condominium,Entire home/apt,Downtown/Civic Center,94102,4,0.0,1.0,1,1125,37.78836,-122.40916,46,97.0,249.0,79.0,328.0,29613.0,44237.0,31176.0
6464280,6472133,f,Condominium,Entire home/apt,Mission,94110,4,3.0,2.0,2,1125,37.7565,-122.40886,9,100.0,450.0,150.0,600.0,75106.0,98470.0,69333.0
6481492,23073793,f,Condominium,Entire home/apt,Mission,94110,6,2.0,1.0,4,1125,37.75528,-122.41048,7,90.0,349.0,125.0,474.0,75106.0,98470.0,69333.0
6494663,33948993,t,House,Private room,Outer Sunset,94116,4,1.0,1.0,1,7,37.7495,-122.49164,321,97.0,84.0,45.0,129.0,95090.0,107645.0,43698.0
6505426,18949688,f,Guest suite,Entire home/apt,Noe Valley,94114,4,1.0,1.0,2,29,37.75316,-122.43722,219,99.0,200.0,70.0,270.0,103206.0,140193.0,31124.0
6512986,8990678,f,House,Entire home/apt,Bernal Heights,94110,4,2.0,1.0,30,1125,37.74272,-122.40956,36,98.0,250.0,150.0,400.0,75106.0,98470.0,69333.0
6514826,27061527,t,Condominium,Entire home/apt,Mission,94110,5,2.0,1.0,3,14,37.76283,-122.42547,83,98.0,265.0,150.0,415.0,75106.0,98470.0,69333.0
6516295,34074805,f,Loft,Entire home/apt,South of Market,94103,4,1.0,1.5,30,1125,37.77248,-122.4078,4,100.0,250.0,100.0,350.0,53548.0,77236.0,27170.0
6518261,34072818,t,Apartment,Entire home/apt,Excelsior,94112,6,2.0,1.0,5,28,37.71906,-122.43261,163,97.0,169.0,100.0,269.0,72442.0,87828.0,79407.0
6522477,7212456,t,House,Private room,Noe Valley,94110,2,1.0,1.0,4,30,37.74938,-122.42576,4,100.0,300.0,0.0,300.0,75106.0,98470.0,69333.0
6523507,6777981,t,Cottage,Entire home/apt,Noe Valley,94131,2,0.0,1.0,4,1125,37.747440000000005,-122.43574,92,100.0,265.0,70.0,335.0,97834.0,126303.0,26881.0
6526129,2971941,f,Apartment,Entire home/apt,Pacific Heights,94115,1,0.0,1.0,30,1125,37.79034,-122.4348,1,80.0,129.0,75.0,204.0,76493.0,121814.0,33021.0
6526344,11053358,f,Apartment,Private room,Mission,94110,2,1.0,1.0,60,80,37.76314,-122.42136,2,100.0,50.0,75.0,125.0,75106.0,98470.0,69333.0
6529234,8077748,t,Loft,Entire home/apt,Bernal Heights,94110,2,0.0,1.0,5,356,37.74326,-122.41061,105,97.0,114.0,80.0,194.0,75106.0,98470.0,69333.0
6544530,2436725,f,Apartment,Entire home/apt,Castro/Upper Market,94114,6,2.0,2.5,3,1125,37.76014,-122.43213,20,97.0,399.0,120.0,519.0,103206.0,140193.0,31124.0
6552586,14097466,f,Apartment,Private room,South of Market,94105,1,1.0,1.0,30,1125,37.78455,-122.3887,0,0.0,70.0,0.0,70.0,112333.0,156879.0,5846.0
6557736,33948993,t,House,Private room,Outer Sunset,94116,3,1.0,1.0,1,7,37.74896,-122.4924,308,97.0,75.0,45.0,120.0,95090.0,107645.0,43698.0
6560870,28070005,t,Apartment,Entire home/apt,Bernal Heights,94110,2,1.0,1.0,3,7,37.74814,-122.40806,174,100.0,135.0,40.0,175.0,75106.0,98470.0,69333.0
6587558,23551027,f,Apartment,Private room,Inner Richmond,94118,1,1.0,1.0,30,100,37.77751,-122.45683,2,100.0,60.0,0.0,60.0,75724.0,115830.0,38319.0
6591087,2153391,f,Loft,Private room,South of Market,94107,1,1.0,1.5,30,1125,37.77681,-122.3972,4,100.0,375.0,90.0,465.0,99924.0,135229.0,26599.0
6591405,11166407,t,Apartment,Entire home/apt,Marina,94123,4,2.0,2.5,30,365,37.80166,-122.43068,6,97.0,380.0,180.0,560.0,104750.0,150417.0,23088.0
6600081,75978,t,House,Private room,Mission,94110,1,1.0,1.0,3,90,37.753,-122.40394,247,100.0,95.0,30.0,125.0,75106.0,98470.0,69333.0
6601749,424793,f,Apartment,Entire home/apt,Crocker Amazon,94112,4,1.0,1.0,30,365,37.71174,-122.44561000000002,19,73.0,74.0,120.0,194.0,72442.0,87828.0,79407.0
6604564,4091830,t,Townhouse,Entire home/apt,Bernal Heights,94110,5,2.0,1.0,1,1125,37.74818,-122.41884,29,97.0,350.0,80.0,430.0,75106.0,98470.0,69333.0
6604799,4091830,t,Townhouse,Private room,Mission,94110,2,1.0,1.0,1,1125,37.74822,-122.41826,119,99.0,160.0,55.0,215.0,75106.0,98470.0,69333.0
6609412,12922607,f,House,Entire home/apt,Noe Valley,94131,8,4.0,2.0,1,14,37.74895,-122.42927,22,99.0,1000.0,100.0,1100.0,97834.0,126303.0,26881.0
6627450,14326861,f,Apartment,Entire home/apt,Castro/Upper Market,94114,7,3.0,2.5,30,90,37.7644,-122.43054,26,96.0,300.0,250.0,550.0,103206.0,140193.0,31124.0
6628985,2686174,t,Condominium,Private room,Western Addition,94115,2,1.0,1.0,2,28,37.78472,-122.44666,208,95.0,109.0,45.0,154.0,76493.0,121814.0,33021.0
6629798,1483039,t,House,Private room,Excelsior,94134,2,1.0,1.0,2,1125,37.72836,-122.41643,198,96.0,120.0,20.0,140.0,58244.0,70357.0,40001.0
6643496,25709934,f,House,Private room,Twin Peaks,94131,2,1.0,1.0,5,1125,37.74694,-122.44858,148,100.0,150.0,15.0,165.0,97834.0,126303.0,26881.0
6648062,34799523,f,House,Private room,Bernal Heights,94110,2,1.0,1.0,3,365,37.74135,-122.40938,48,94.0,110.0,50.0,160.0,75106.0,98470.0,69333.0
6649234,22267033,t,Condominium,Entire home/apt,Downtown/Civic Center,94102,4,0.0,1.0,1,1125,37.78858,-122.40949,10,96.0,259.0,69.0,328.0,29613.0,44237.0,31176.0
6653474,475974,f,Guest suite,Entire home/apt,Haight Ashbury,94117,2,1.0,1.0,2,125,37.77566,-122.44063,57,94.0,149.0,75.0,224.0,84802.0,112291.0,39169.0
6662128,204441,f,Apartment,Private room,Chinatown,94133,2,1.0,2.0,30,1125,37.79781,-122.40554,136,84.0,66.0,100.0,166.0,45203.0,71909.0,22499.0
6662231,204441,f,Apartment,Private room,North Beach,94133,2,1.0,2.0,30,1125,37.79879,-122.40542,128,87.0,68.0,100.0,168.0,45203.0,71909.0,22499.0
6684182,5042067,t,House,Entire home/apt,Mission,94110,6,3.0,1.5,3,45,37.75749,-122.41599,13,100.0,295.0,250.0,545.0,75106.0,98470.0,69333.0
6688004,35005343,t,House,Private room,Bernal Heights,94110,2,1.0,1.0,3,12,37.74257,-122.41359,128,97.0,105.0,0.0,105.0,75106.0,98470.0,69333.0
6691495,24647444,f,House,Private room,Potrero Hill,94107,2,1.0,1.0,30,1125,37.75149,-122.39892,4,100.0,80.0,15.0,95.0,99924.0,135229.0,26599.0
6701045,24157036,f,Condominium,Entire home/apt,North Beach,94111,3,2.0,1.0,30,1125,37.80468,-122.40574,2,100.0,370.0,250.0,620.0,93790.0,135954.0,3712.0
6713990,18818082,t,Condominium,Entire home/apt,Mission,94103,2,1.0,1.0,14,20,37.76685,-122.42368,10,98.0,150.0,50.0,200.0,53548.0,77236.0,27170.0
6715383,10786181,t,Apartment,Entire home/apt,Ocean View,94112,2,1.0,1.0,30,120,37.72059,-122.45216,36,97.0,105.0,250.0,355.0,72442.0,87828.0,79407.0
6716133,10786181,t,Apartment,Entire home/apt,Ocean View,94112,2,0.0,1.0,30,120,37.72122,-122.45274,113,96.0,100.0,150.0,250.0,72442.0,87828.0,79407.0
6727254,18151037,f,Apartment,Private room,Noe Valley,94114,2,1.0,1.5,30,180,37.75323,-122.43741,31,96.0,105.0,125.0,230.0,103206.0,140193.0,31124.0
6730473,10501924,t,Apartment,Entire home/apt,Western Addition,94115,2,1.0,1.0,30,120,37.77855,-122.43864,74,91.0,88.0,80.0,168.0,76493.0,121814.0,33021.0
6747672,17085862,f,Apartment,Entire home/apt,Castro/Upper Market,94114,4,1.0,1.0,30,180,37.76719,-122.43668,52,99.0,219.0,95.0,314.0,103206.0,140193.0,31124.0
6748645,3109494,f,House,Entire home/apt,Noe Valley,94114,4,3.0,2.0,4,1125,37.75548,-122.42941,49,99.0,350.0,150.0,500.0,103206.0,140193.0,31124.0
6749412,4221614,t,Apartment,Entire home/apt,Potrero Hill,94107,6,1.0,1.0,1,999,37.76034,-122.40525,198,94.0,300.0,100.0,400.0,99924.0,135229.0,26599.0
6782479,35506418,f,House,Entire home/apt,Glen Park,94131,2,1.0,1.0,3,30,37.734770000000005,-122.43194,16,98.0,300.0,140.0,440.0,97834.0,126303.0,26881.0
6793767,35420613,t,Apartment,Entire home/apt,Castro/Upper Market,94114,1,0.0,1.0,31,300,37.75647,-122.4358,58,99.0,99.0,195.0,294.0,103206.0,140193.0,31124.0
6796392,35420613,t,House,Entire home/apt,Noe Valley,94114,3,2.0,1.0,30,270,37.75607,-122.43419,8,100.0,185.0,270.0,455.0,103206.0,140193.0,31124.0
6798145,35509920,f,Townhouse,Entire home/apt,Bayview,94124,4,2.0,1.5,31,365,37.72962,-122.37163,0,0.0,110.0,100.0,210.0,49309.0,62866.0,33996.0
6800168,767091,f,Apartment,Entire home/apt,Noe Valley,94110,4,3.0,1.0,3,1125,37.75202,-122.42569,9,96.0,190.0,100.0,290.0,75106.0,98470.0,69333.0
6822070,35728196,t,House,Entire home/apt,Bernal Heights,94110,3,1.0,1.0,1,1125,37.74096,-122.41656,50,97.0,159.0,80.0,239.0,75106.0,98470.0,69333.0
6822748,1194121,f,Apartment,Entire home/apt,Nob Hill,94109,2,1.0,1.0,30,1125,37.7919,-122.41894,20,98.0,260.0,60.0,320.0,59205.0,86481.0,55984.0
6835302,24157036,f,Apartment,Entire home/apt,North Beach,94111,2,1.0,1.0,30,1125,37.80447,-122.40497,1,100.0,240.0,250.0,490.0,93790.0,135954.0,3712.0
6835462,24157036,f,Condominium,Entire home/apt,Financial District,94105,2,1.0,1.0,30,1125,37.7876,-122.39844,1,100.0,252.0,250.0,502.0,112333.0,156879.0,5846.0
6836411,22267033,t,Condominium,Entire home/apt,Downtown/Civic Center,94102,4,0.0,1.0,1,1125,37.78745,-122.41058999999998,15,99.0,249.0,69.0,318.0,29613.0,44237.0,31176.0
6836785,727246,f,Apartment,Entire home/apt,Mission,94110,3,0.0,1.0,1,22,37.75203,-122.42253999999998,247,92.0,193.0,65.0,258.0,75106.0,98470.0,69333.0
6836928,4486349,f,Loft,Entire home/apt,South of Market,94103,6,3.0,2.5,30,120,37.77532,-122.40768,18,94.0,1000.0,185.0,1185.0,53548.0,77236.0,27170.0
6864929,35710779,f,House,Entire home/apt,Noe Valley,94131,6,4.0,4.0,7,1125,37.74576,-122.4265,3,100.0,710.0,200.0,910.0,97834.0,126303.0,26881.0
6870420,14097113,f,House,Entire home/apt,Noe Valley,94114,7,4.0,3.0,5,21,37.75323,-122.43588,12,100.0,1000.0,250.0,1250.0,103206.0,140193.0,31124.0
6883183,23593310,t,Serviced apartment,Entire home/apt,Downtown/Civic Center,94102,4,1.0,1.0,2,14,37.78722,-122.40956,30,98.0,195.0,35.0,230.0,29613.0,44237.0,31176.0
6885422,335127,t,House,Entire home/apt,Noe Valley,94114,6,4.0,2.0,4,28,37.75209,-122.42605,23,97.0,399.0,100.0,499.0,103206.0,140193.0,31124.0
6887043,5639050,f,Apartment,Entire home/apt,Castro/Upper Market,94114,2,1.0,1.0,30,70,37.76338,-122.43698,6,100.0,150.0,100.0,250.0,103206.0,140193.0,31124.0
6887081,18197171,t,Condominium,Entire home/apt,Noe Valley,94114,4,2.0,1.0,3,14,37.75544,-122.43524,69,98.0,350.0,150.0,500.0,103206.0,140193.0,31124.0
6898334,24157036,f,Apartment,Entire home/apt,Pacific Heights,94109,2,1.0,1.0,30,1125,37.7954,-122.42882,2,60.0,220.0,250.0,470.0,59205.0,86481.0,55984.0
6911587,1661839,t,Apartment,Private room,Mission,94103,1,1.0,1.0,2,30,37.7649,-122.4214,90,98.0,100.0,35.0,135.0,53548.0,77236.0,27170.0
6913294,36229030,t,House,Private room,Mission,94110,2,1.0,1.0,1,31,37.75598,-122.41525,96,98.0,90.0,85.0,175.0,75106.0,98470.0,69333.0
6915497,36237660,t,House,Entire home/apt,Mission,94110,8,3.0,1.5,3,24,37.75338,-122.40633,48,97.0,400.0,175.0,575.0,75106.0,98470.0,69333.0
6922612,3570102,f,Condominium,Entire home/apt,Western Addition,94109,2,1.0,1.0,5,20,37.78527,-122.42321,27,97.0,128.0,70.0,198.0,59205.0,86481.0,55984.0
6926901,1539714,f,House,Entire home/apt,Mission,94110,4,2.0,2.0,3,10,37.75642,-122.41285,54,99.0,300.0,100.0,400.0,75106.0,98470.0,69333.0
6934867,25943995,t,House,Entire home/apt,Outer Sunset,94122,6,3.0,1.0,30,1125,37.75634,-122.50365,14,94.0,219.0,400.0,619.0,77483.0,98259.0,56023.0
6934874,25943995,t,House,Entire home/apt,Outer Sunset,94122,4,2.0,1.0,30,1125,37.75734,-122.50194,79,96.0,157.0,300.0,457.0,77483.0,98259.0,56023.0
6936417,1407112,t,House,Entire home/apt,Potrero Hill,94107,1,1.0,1.0,3,18,37.76028,-122.39365,62,98.0,265.0,120.0,385.0,99924.0,135229.0,26599.0
6938818,36381578,t,House,Private room,Seacliff,94121,4,1.0,1.0,3,30,37.78066,-122.50563,113,94.0,75.0,55.0,130.0,80980.0,102378.0,41203.0
6940354,31607663,f,House,Private room,West of Twin Peaks,94112,1,1.0,1.0,3,1125,37.72428,-122.45723,5,96.0,99.0,40.0,139.0,72442.0,87828.0,79407.0
6940448,31607663,f,House,Private room,West of Twin Peaks,94112,1,1.0,1.0,3,1125,37.72558,-122.45747,10,82.0,80.0,35.0,115.0,72442.0,87828.0,79407.0
6955678,12302104,f,Apartment,Private room,Chinatown,94108,1,1.0,1.5,30,1125,37.79424,-122.40928999999998,2,100.0,83.0,150.0,233.0,37052.0,65418.0,13768.0
6957662,36481063,t,Apartment,Entire home/apt,Noe Valley,94114,3,1.0,1.0,5,28,37.74858,-122.43582,106,96.0,225.0,175.0,400.0,103206.0,140193.0,31124.0
6968158,17986295,t,Townhouse,Private room,Western Addition,94115,2,1.0,1.0,3,6,37.77847,-122.43502,198,98.0,158.0,40.0,198.0,76493.0,121814.0,33021.0
6970746,36470371,t,House,Private room,Presidio Heights,94118,2,1.0,1.0,2,4,37.781690000000005,-122.45628,130,98.0,140.0,65.0,205.0,75724.0,115830.0,38319.0
6973383,22402,t,House,Private room,Outer Mission,94127,1,1.0,2.0,5,120,37.73172,-122.44845,15,99.0,60.0,30.0,90.0,127575.0,154201.0,19289.0
6973631,4202870,t,Apartment,Private room,Castro/Upper Market,94114,2,1.0,1.0,2,15,37.76809,-122.43153,15,96.0,197.0,60.0,257.0,103206.0,140193.0,31124.0
6974259,127367,t,House,Entire home/apt,Bayview,94110,4,2.0,1.0,30,1125,37.7106,-122.3903,0,0.0,170.0,205.0,375.0,75106.0,98470.0,69333.0
6975064,5409563,f,Apartment,Entire home/apt,Western Addition,94109,2,1.0,1.0,30,1124,37.78622,-122.42438,49,90.0,100.0,80.0,180.0,59205.0,86481.0,55984.0
6985131,36060750,t,Guest suite,Entire home/apt,Ocean View,94112,1,1.0,1.0,3,1125,37.7195,-122.45674,137,96.0,95.0,55.0,150.0,72442.0,87828.0,79407.0
6993593,36668744,t,House,Private room,Nob Hill,94109,2,1.0,1.5,1,15,37.79569,-122.41708,222,99.0,159.0,79.0,238.0,59205.0,86481.0,55984.0
7004802,10534054,f,Apartment,Entire home/apt,Mission,94103,4,2.0,1.0,3,30,37.76999,-122.42268,41,96.0,245.0,60.0,305.0,53548.0,77236.0,27170.0
7007759,36734328,f,House,Private room,Ocean View,94112,4,1.0,1.0,7,28,37.71728,-122.45269,14,99.0,219.0,80.0,299.0,72442.0,87828.0,79407.0
7009654,34268088,t,House,Private room,Glen Park,94131,2,1.0,1.0,2,1125,37.73632,-122.43691,130,97.0,75.0,30.0,105.0,97834.0,126303.0,26881.0
7009791,58930,t,House,Private room,Inner Richmond,94118,2,1.0,2.0,3,6,37.7778,-122.45934,26,99.0,125.0,0.0,125.0,75724.0,115830.0,38319.0
7009809,33833956,t,House,Entire home/apt,Inner Sunset,94122,6,3.0,2.5,30,1125,37.75688,-122.46785,142,99.0,190.0,225.0,415.0,77483.0,98259.0,56023.0
7012313,36763152,t,House,Private room,Noe Valley,94114,2,1.0,1.0,30,1125,37.75073,-122.42647,12,97.0,93.0,150.0,243.0,103206.0,140193.0,31124.0
7020637,13872501,t,Condominium,Entire home/apt,Mission,94110,4,1.0,1.0,1,1125,37.75369,-122.42261,47,96.0,150.0,80.0,230.0,75106.0,98470.0,69333.0
7022309,9177164,t,Condominium,Private room,Haight Ashbury,94117,1,1.0,1.5,2,60,37.77498,-122.44355,143,99.0,88.0,45.0,133.0,84802.0,112291.0,39169.0
7026287,36833202,t,Guest suite,Private room,Noe Valley,94131,2,1.0,1.0,2,29,37.74963,-122.42995,321,99.0,125.0,40.0,165.0,97834.0,126303.0,26881.0
7027139,34592529,t,Apartment,Private room,Outer Sunset,94122,2,1.0,1.0,3,99,37.7638,-122.50732,36,98.0,190.0,60.0,250.0,77483.0,98259.0,56023.0
7028127,17536951,t,Apartment,Entire home/apt,Bernal Heights,94110,6,4.0,1.0,5,14,37.74331,-122.41974,67,98.0,250.0,150.0,400.0,75106.0,98470.0,69333.0
7034114,8280568,t,Condominium,Private room,Noe Valley,94110,1,1.0,1.5,3,28,37.74736,-122.4249,57,100.0,115.0,35.0,150.0,75106.0,98470.0,69333.0
7035672,36886391,t,Guest suite,Entire home/apt,Parkside,94116,2,0.0,1.0,2,30,37.74236,-122.47229,96,99.0,179.0,75.0,254.0,95090.0,107645.0,43698.0
7038488,36905321,f,House,Entire home/apt,Inner Sunset,94122,7,3.0,2.0,6,16,37.76463,-122.47456,8,95.0,240.0,100.0,340.0,77483.0,98259.0,56023.0
7054235,7486078,f,House,Private room,Outer Sunset,94122,2,1.0,1.0,3,29,37.75853,-122.50506,100,93.0,99.0,70.0,169.0,77483.0,98259.0,56023.0
7065335,13743771,t,House,Entire home/apt,Crocker Amazon,94112,8,2.0,1.0,2,22,37.71062,-122.43532,12,97.0,174.0,100.0,274.0,72442.0,87828.0,79407.0
